Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt
0,1,0,0,1262,0,0,1262,0,0,2,0,2,1,1,5,0,0,,Attchd,2006.0
0,0,0,0,1314,0,0,1314,1,0,2,0,2,1,1,6,0,1,1,Attchd,2008.0
0,0,0,0,1468,0,0,1468,0,0,2,0,3,1,1,6,0,1,1,Attchd,2008.0
0,1,0,0,1575,0,0,1575,1,0,2,0,2,1,1,5,0,0,,Attchd,1992.0
0,0,0,0,625,625,0,1250,0,0,2,1,2,1,1,5,0,0,,Detchd,2006.0
0,2,0,0,1085,649,0,1734,0,0,1,1,3,1,1,7,0,1,1,Attchd,1962.0
0,2,0,0,858,0,0,858,0,0,1,0,3,1,2,5,0,0,,,
0,2,0,0,900,0,0,900,0,0,1,0,3,1,2,5,0,0,,Detchd,1970.0
0,0,0,1,698,698,0,1396,0,0,1,0,3,1,2,7,0,0,,Detchd,2003.0
0,0,0,0,1079,840,0,1919,0,0,2,1,3,1,1,8,0,1,1,Attchd,2006.0
0,0,1,0,936,780,0,1716,1,0,2,0,6,1,3,9,0,0,,,
0,1,0,0,1148,568,0,1716,0,0,1,1,3,1,2,8,2,1,1,Attchd,1949.0
0,3,0,0,1468,795,0,2263,1,0,2,1,3,1,1,9,0,1,2,Attchd,1977.0
0,2,0,0,1644,0,0,1644,1,0,1,0,3,1,2,7,0,2,1,Attchd,1953.0
0,2,0,0,1003,0,0,1003,1,0,1,0,3,1,2,6,0,0,,Detchd,1984.0
0,2,0,1,910,648,0,1558,0,0,1,1,4,1,2,6,0,0,,Attchd,1950.0
0,0,0,0,975,975,0,1950,0,0,2,1,3,1,1,7,0,1,2,Detchd,1997.0
0,1,0,0,1041,702,0,1743,0,1,1,2,3,1,2,7,0,1,1,Attchd,1968.0
0,0,0,0,1152,0,0,1152,0,1,1,0,3,1,1,6,0,1,1,Attchd,1950.0
0,2,0,0,1336,0,0,1336,1,0,1,0,2,1,2,5,0,2,1,Attchd,1953.0
0,0,0,0,1210,1242,0,2452,0,0,2,1,4,1,1,9,0,1,2,BuiltIn,1998.0
0,0,0,0,1541,0,0,1541,0,0,2,0,3,1,1,6,0,1,2,Attchd,2001.0
0,2,0,0,894,0,0,894,1,0,1,0,3,1,2,5,0,0,,Attchd,1975.0
0,0,0,0,1675,1818,0,3493,0,0,3,0,3,1,1,10,0,1,0,Attchd,2003.0
0,0,0,0,2000,0,0,2000,1,0,2,0,3,1,1,8,0,0,,Attchd,2004.0
0,1,0,0,1122,1121,0,2243,1,0,2,1,4,1,1,8,0,1,2,Attchd,1990.0
0,2,0,1,1035,371,0,1406,0,0,1,0,3,1,3,6,0,0,,,
0,0,0,0,861,0,0,861,0,0,1,0,1,1,2,4,0,0,,Detchd,1961.0
0,0,0,0,1944,0,0,1944,1,0,2,0,3,1,0,8,0,3,0,Attchd,2003.0
0,1,0,0,697,804,0,1501,0,0,2,1,3,1,1,6,0,1,2,Attchd,1993.0
0,0,0,0,972,0,0,972,1,0,1,0,2,1,2,5,0,1,1,Detchd,1948.0
0,2,0,0,793,325,0,1118,1,0,1,0,3,1,2,5,0,1,1,Detchd,1939.0
1,2,0,0,2036,0,0,2036,2,0,2,0,3,1,2,8,0,2,1,Attchd,1965.0
0,0,0,0,832,809,0,1641,0,1,1,1,3,1,0,6,0,1,1,Detchd,1925.0
0,0,0,0,716,716,0,1432,1,0,2,1,3,1,1,6,0,1,1,Attchd,2004.0
0,2,0,0,1153,1200,0,2353,1,0,2,1,4,1,0,10,0,1,2,Attchd,1983.0
0,0,0,0,1088,871,0,1959,0,0,2,1,3,1,1,8,0,1,1,Attchd,2006.0
0,0,0,0,1372,1274,0,2646,1,0,2,1,4,1,1,9,0,1,2,Attchd,1993.0
0,2,0,0,1472,0,0,1472,1,0,2,0,3,1,2,6,0,2,2,Attchd,1980.0
0,0,0,0,1249,1347,0,2596,0,0,3,1,4,1,1,9,0,0,,Attchd,2006.0
0,0,0,0,1136,1332,0,2468,1,0,2,1,4,1,1,10,0,1,1,BuiltIn,2004.0
0,0,0,0,1553,1177,0,2730,1,0,2,1,4,1,1,8,0,1,2,Attchd,1987.0
0,0,0,0,1163,0,0,1163,1,0,1,0,3,1,2,6,0,0,,Attchd,1955.0
0,0,0,0,1898,1080,0,2978,0,0,2,1,5,1,1,11,0,1,1,BuiltIn,1961.0
0,4,1,2,803,0,0,803,0,0,1,0,2,1,2,5,0,0,,Detchd,1941.0
0,0,0,0,1719,0,0,1719,2,0,1,1,1,1,1,6,0,2,1,Attchd,1993.0
0,2,0,0,1383,0,0,1383,0,0,1,1,3,1,2,7,0,0,,Attchd,1960.0
0,1,1,1,1445,689,0,2134,0,0,2,0,5,1,1,10,0,0,,Detchd,1930.0
0,2,1,0,596,596,0,1192,0,0,1,0,3,1,2,6,0,0,,Detchd,1920.0
0,2,0,0,1728,0,0,1728,0,1,2,0,6,2,2,10,0,0,,Detchd,2002.0
0,3,0,0,1056,0,0,1056,1,0,1,0,3,1,2,6,0,0,,Attchd,1958.0
0,0,0,0,1629,0,0,1629,1,0,2,0,3,1,1,7,0,1,1,Attchd,2003.0
0,0,0,0,1358,0,0,1358,1,0,2,0,2,1,1,6,0,1,1,Attchd,2004.0
0,1,0,0,943,695,0,1638,1,0,2,1,3,1,2,7,0,2,2,Attchd,1998.0
0,0,0,0,1619,167,0,1786,2,0,2,0,3,1,2,7,0,2,1,Attchd,1965.0
0,0,0,0,1922,0,0,1922,1,0,2,0,3,1,1,8,0,1,1,Attchd,2005.0
0,0,0,0,1536,0,0,1536,1,0,2,0,3,1,1,7,0,0,,Attchd,2002.0
0,0,0,0,1621,0,0,1621,1,0,2,0,3,1,1,8,0,0,,Attchd,1984.0
0,2,0,1,1215,0,0,1215,0,0,1,0,3,1,2,6,0,0,,Attchd,1958.0
0,0,0,0,993,915,0,1908,0,0,2,1,4,1,1,9,0,0,,Attchd,2002.0
0,1,0,0,841,0,0,841,0,0,1,0,2,1,2,4,0,0,,CarPort,1950.0
3,3,1,1,1040,0,0,1040,0,0,2,0,2,2,2,6,0,0,,Detchd,1949.0
0,0,0,0,1684,0,0,1684,0,0,2,0,2,1,0,6,0,1,0,Attchd,2005.0
0,2,0,0,536,576,0,1112,0,0,1,1,3,1,2,4,0,0,,Attchd,1976.0
0,1,0,0,972,605,0,1577,0,0,1,0,3,1,3,6,0,1,1,Detchd,1939.0
0,2,0,0,958,0,0,958,0,0,1,0,2,1,2,5,0,0,,Attchd,1960.0
0,0,0,1,1478,0,0,1478,1,0,2,0,3,1,2,6,0,2,1,Attchd,1960.0
0,0,0,0,764,862,0,1626,1,0,2,1,2,1,1,6,0,0,,BuiltIn,2003.0
0,0,0,0,1848,880,0,2728,1,0,2,1,4,1,0,10,0,2,0,Attchd,2006.0
0,0,0,0,1869,0,0,1869,0,0,2,0,2,1,0,6,0,1,1,Attchd,2007.0
0,1,0,0,1453,0,0,1453,1,0,1,1,2,1,1,6,0,1,2,Attchd,1986.0
0,2,1,0,616,495,0,1111,0,1,1,0,3,1,2,5,0,0,,Detchd,1941.0
0,1,0,0,720,0,0,720,0,0,1,0,2,1,2,5,0,0,,Detchd,2005.0
0,0,0,0,1192,403,0,1595,0,0,1,0,2,1,2,6,0,2,1,Attchd,1940.0
0,0,0,0,1200,0,0,1200,1,0,2,0,3,1,1,6,0,0,,Attchd,1995.0
0,1,0,0,1167,0,0,1167,1,0,2,0,3,1,1,6,0,0,,Attchd,1992.0
0,2,0,0,1142,0,0,1142,1,0,1,1,3,1,2,6,0,1,4,Attchd,1976.0
0,0,0,2,1352,0,0,1352,0,1,1,0,3,1,1,6,2,0,,BuiltIn,1958.0
0,0,0,0,1086,838,0,1924,1,0,2,1,3,1,1,7,0,1,2,Attchd,1998.0
0,0,0,0,912,0,0,912,1,0,1,0,2,1,2,5,0,1,2,Attchd,1978.0
0,1,0,0,988,517,0,1505,1,0,1,0,3,1,2,8,0,0,,Detchd,1940.0
0,0,0,0,495,1427,0,1922,0,0,3,0,4,1,1,7,0,1,0,BuiltIn,2003.0
0,1,0,0,483,504,0,987,0,0,1,1,2,1,1,5,0,0,,Detchd,1972.0
0,2,0,0,790,784,0,1574,1,0,2,1,3,1,2,6,0,1,2,Attchd,1976.0
0,1,0,1,672,672,0,1344,0,0,1,0,3,1,2,6,0,0,,Detchd,1964.0
0,1,0,0,1394,0,0,1394,1,0,1,1,3,1,2,6,0,2,1,Attchd,1963.0
0,1,0,0,1431,0,0,1431,0,1,1,0,3,1,2,6,0,1,1,Basment,1962.0
0,1,0,0,1268,0,0,1268,0,0,1,0,2,1,2,7,0,1,1,Attchd,1954.0
0,0,0,0,1287,0,0,1287,1,0,1,0,3,1,1,7,0,1,1,Detchd,1997.0
0,0,0,0,953,711,0,1664,0,0,2,1,3,1,2,7,0,1,2,Attchd,2000.0
0,2,0,0,1120,468,0,1588,0,0,2,0,4,1,2,7,2,1,1,Detchd,1991.0
0,2,0,0,752,0,0,752,1,0,1,0,2,1,2,4,0,0,,Attchd,1984.0
0,2,0,0,1319,0,0,1319,1,0,1,0,3,1,2,5,2,0,,Attchd,1953.0
0,0,0,0,847,1081,0,1928,0,0,2,1,4,1,1,8,0,1,1,BuiltIn,2003.0
0,1,1,1,904,0,0,904,1,0,0,1,1,1,3,4,4,0,,,
0,0,0,0,914,0,0,914,0,0,1,0,2,1,2,5,0,0,,Detchd,1998.0
0,0,0,0,1580,886,0,2466,0,0,3,0,4,1,1,8,0,1,1,Attchd,2004.0
0,0,0,0,1856,0,0,1856,1,0,1,1,1,1,0,8,0,1,0,Attchd,2010.0
0,0,0,0,1007,793,0,1800,0,0,2,1,3,1,2,7,0,1,2,Attchd,2000.0
0,2,0,0,1026,665,0,1691,0,0,2,0,3,1,1,6,0,1,1,Detchd,1924.0
0,0,0,0,1301,0,0,1301,1,0,2,0,2,1,1,5,0,1,1,Attchd,2006.0
0,0,0,0,939,858,0,1797,0,0,2,1,3,1,1,8,0,0,,Attchd,2006.0
0,2,1,1,784,0,0,784,0,0,1,0,2,1,2,5,0,0,,Detchd,1950.0
0,0,0,0,1079,874,0,1953,1,0,2,1,3,1,1,9,0,2,3,Attchd,1992.0
0,0,0,0,1269,0,0,1269,0,0,2,0,2,1,1,6,0,1,2,Attchd,2004.0
0,2,0,0,658,526,0,1184,0,0,1,0,5,1,2,8,0,0,,,
0,0,0,0,1125,0,0,1125,1,0,1,0,3,1,2,6,0,1,3,Detchd,1977.0
0,0,0,0,1479,0,0,1479,0,0,2,0,3,1,1,6,0,0,,Attchd,1999.0
0,0,0,0,1742,590,0,2332,1,0,2,1,3,1,0,9,0,1,0,BuiltIn,2008.0
0,0,0,0,961,406,0,1367,1,0,1,0,4,1,2,7,0,0,,Detchd,1978.0
0,0,0,0,804,1157,0,1961,1,0,2,1,3,1,1,7,0,1,2,BuiltIn,2001.0
0,2,0,0,882,0,0,882,0,0,1,0,3,1,2,5,0,0,,Attchd,1959.0
0,2,0,1,788,0,0,788,0,0,1,0,2,1,2,4,0,2,2,,
0,1,0,1,735,299,0,1034,0,0,1,0,2,1,2,5,0,0,,Detchd,1940.0
0,2,0,0,1144,0,0,1144,1,0,1,0,3,1,2,6,0,0,,Attchd,1956.0
0,2,0,0,894,0,0,894,0,0,1,0,2,1,2,6,0,0,,Detchd,1985.0
0,2,0,0,876,936,0,1812,0,0,2,0,4,1,2,8,0,1,2,Attchd,1962.0
0,1,0,4,1077,0,0,1077,0,0,1,0,2,1,2,6,5,0,,Detchd,1920.0
0,0,0,0,1112,438,0,1550,1,0,2,0,2,1,1,7,0,0,,Attchd,2007.0
0,0,0,0,1288,0,0,1288,1,0,1,1,1,1,0,4,0,2,1,Attchd,1996.0
0,0,0,0,1310,0,0,1310,0,0,2,0,3,1,1,6,0,1,1,Attchd,2005.0
0,0,0,0,672,0,0,672,0,0,1,0,2,1,2,4,0,0,,Detchd,1940.0
0,1,0,0,1165,1098,0,2263,0,0,2,1,4,1,1,10,0,1,2,BuiltIn,1998.0
0,1,0,0,806,766,0,1572,0,0,2,1,3,1,2,7,0,1,2,BuiltIn,1995.0
0,0,0,0,1620,0,0,1620,1,0,2,0,3,1,2,8,1,1,2,Attchd,1993.0
0,0,0,1,1166,0,473,1639,0,0,1,0,3,1,2,6,5,0,,Detchd,1936.0
0,0,0,0,840,840,0,1680,0,0,2,0,4,1,2,8,0,0,,Attchd,1960.0
0,0,0,0,1071,1101,0,2172,0,0,2,1,3,1,1,9,0,1,1,Attchd,2006.0
0,0,0,0,1050,1028,0,2078,1,0,2,1,3,1,0,8,0,1,1,Attchd,2008.0
0,2,0,1,1276,0,0,1276,0,0,1,0,3,1,2,5,3,0,,Attchd,1958.0
0,2,1,0,1056,0,0,1056,1,0,1,0,3,1,2,5,0,0,,Attchd,1955.0
0,0,0,0,1478,0,0,1478,1,0,2,1,2,1,1,7,0,1,1,Attchd,2009.0
0,1,0,1,1028,0,0,1028,0,0,1,0,2,1,2,5,0,1,1,Detchd,1927.0
0,0,0,0,1080,1017,0,2097,0,1,2,1,3,1,1,9,0,1,2,Attchd,1993.0
0,0,0,0,1340,0,0,1340,0,0,2,0,3,1,1,6,0,0,,Attchd,2007.0
0,2,0,0,672,728,0,1400,0,0,1,1,3,1,2,6,0,1,2,Attchd,1978.0
1,2,1,1,1370,1254,0,2624,1,0,2,1,4,1,2,10,0,1,1,Detchd,1918.0
0,3,1,2,756,378,0,1134,1,0,1,1,3,1,2,7,0,0,,Detchd,1940.0
0,0,0,0,1056,0,0,1056,1,0,1,0,3,1,2,6,0,1,3,Attchd,1968.0
0,0,0,0,1344,0,0,1344,2,0,2,0,2,2,2,8,0,0,,Attchd,1997.0
0,1,0,0,1602,0,0,1602,0,1,2,0,3,1,1,8,0,1,2,Attchd,1977.0
0,0,0,1,988,0,0,988,0,0,1,0,2,1,2,4,0,0,,Attchd,1954.0
0,1,0,0,1470,1160,0,2630,1,0,2,1,4,1,1,8,0,1,2,Attchd,1998.0
0,1,0,1,1196,0,0,1196,1,0,1,0,2,1,2,6,0,1,1,Attchd,1956.0
0,1,0,0,707,682,0,1389,0,0,1,1,3,1,2,6,0,2,1,Detchd,1947.0
0,1,0,0,1644,0,0,1644,1,1,2,0,2,1,1,5,0,1,2,Attchd,1989.0
0,0,0,0,907,0,0,907,0,0,1,0,3,1,2,5,0,0,,Detchd,1964.0
0,0,0,0,1208,0,0,1208,1,0,2,0,2,1,1,6,0,0,,Attchd,2007.0
0,2,0,0,1412,0,0,1412,1,0,2,0,3,1,1,6,0,1,2,Attchd,1988.0
0,2,0,0,483,504,0,987,0,0,1,1,2,1,2,4,0,0,,Detchd,1971.0
0,1,0,0,1088,110,0,1198,0,0,1,0,4,1,2,7,0,0,,,
0,0,0,0,765,600,0,1365,1,0,1,1,2,1,2,6,1,0,,Detchd,1971.0
0,0,0,0,926,678,0,1604,0,0,2,1,3,1,2,7,0,1,2,Attchd,1997.0
0,1,0,0,630,0,0,630,1,0,1,0,1,1,2,3,0,0,,,
0,0,0,0,827,834,0,1661,1,0,2,1,3,1,1,6,0,1,2,Attchd,1996.0
0,2,0,1,734,384,0,1118,0,0,1,0,2,1,2,6,0,0,,Detchd,1990.0
0,1,0,0,904,0,0,904,0,0,1,0,2,1,2,4,0,0,,Detchd,1926.0
0,2,1,0,694,0,0,694,0,0,1,0,2,1,1,4,0,1,1,Detchd,1990.0
0,1,0,0,684,512,0,1196,0,0,1,0,3,1,1,7,0,0,,Detchd,2005.0
0,0,0,0,2402,0,0,2402,1,0,2,0,2,1,0,10,0,2,1,Attchd,2008.0
0,2,1,2,1440,0,0,1440,0,0,2,0,4,2,3,8,0,0,,,
0,2,0,0,1128,445,0,1573,0,0,2,0,3,1,2,8,0,1,1,Detchd,1930.0
0,0,0,0,1258,0,0,1258,0,0,2,0,2,1,1,6,0,1,1,Attchd,2007.0
0,0,0,0,933,975,0,1908,1,0,2,1,4,1,1,8,0,1,2,Attchd,1994.0
0,3,0,0,1689,0,0,1689,0,0,1,0,3,1,2,7,0,1,1,Attchd,1956.0
0,0,0,0,1888,0,0,1888,0,0,2,1,2,1,1,6,3,1,1,Attchd,1966.0
0,1,0,0,956,930,0,1886,0,0,2,1,4,1,1,10,0,1,2,Attchd,1998.0
0,2,0,0,780,596,0,1376,0,0,2,0,3,1,2,7,0,1,1,Detchd,1937.0
0,0,0,0,679,504,0,1183,0,0,1,1,2,1,2,6,0,0,,Detchd,1981.0
0,0,0,1,813,0,0,813,0,0,1,0,2,1,1,5,0,0,,Detchd,1932.0
0,2,0,0,1533,0,0,1533,1,0,2,0,2,1,1,5,0,2,2,Attchd,1975.0
0,0,0,0,888,868,0,1756,1,0,2,1,3,1,2,7,0,0,,Attchd,1996.0
0,0,0,0,786,804,0,1590,0,0,2,1,3,1,1,6,0,0,,Attchd,2008.0
0,2,0,0,1728,0,0,1728,2,0,2,0,4,2,2,8,0,0,,Detchd,1976.0
0,3,0,0,1242,0,0,1242,0,0,1,1,3,1,2,6,0,1,2,Attchd,1973.0
0,3,1,0,624,720,0,1344,0,0,1,0,4,1,2,7,0,0,,Detchd,1916.0
0,0,0,0,1663,0,0,1663,1,0,1,0,2,1,1,6,1,2,1,Attchd,1954.0
0,3,0,0,833,833,0,1666,0,0,1,0,3,1,1,7,0,1,1,Detchd,1925.0
0,2,0,0,979,224,0,1203,1,0,1,0,3,1,1,5,0,1,2,Detchd,1950.0
0,0,0,0,832,1103,0,1935,1,0,2,1,3,1,2,8,0,0,,BuiltIn,2009.0
0,0,0,0,575,560,0,1135,1,0,1,0,3,1,1,6,0,0,,Detchd,1971.0
0,1,0,0,864,0,0,864,0,0,1,0,3,1,2,5,0,1,4,Detchd,1965.0
0,3,0,1,849,811,0,1660,0,0,1,1,3,1,2,6,0,1,1,Detchd,1939.0
0,2,0,0,1040,0,0,1040,0,0,2,0,3,1,2,5,0,0,,,
0,0,0,0,1414,0,0,1414,0,0,2,0,2,1,1,6,0,1,2,Attchd,2004.0
0,2,0,0,1277,0,0,1277,1,0,1,0,2,1,2,5,0,1,4,Attchd,1970.0
0,0,0,0,888,756,0,1644,0,0,1,1,3,1,1,7,0,2,1,Attchd,1942.0
0,0,0,0,1634,0,0,1634,0,0,2,0,3,1,1,7,0,1,1,Attchd,2006.0
0,0,0,0,832,878,0,1710,0,0,2,1,3,1,1,7,0,0,,Attchd,1993.0
0,2,0,0,1502,0,0,1502,1,0,1,1,1,1,1,4,0,0,,Attchd,1985.0
0,2,0,0,1161,808,0,1969,0,0,2,1,3,1,2,8,0,1,1,Attchd,1977.0
0,0,0,0,1072,0,0,1072,1,0,1,0,2,1,2,5,0,0,,Basment,2005.0
0,0,0,0,1976,0,0,1976,1,0,2,0,2,1,1,7,0,1,0,Attchd,2006.0
0,0,0,0,1652,0,0,1652,1,0,2,0,2,1,0,6,0,0,,Attchd,2000.0
0,2,0,0,970,0,0,970,1,0,1,0,2,1,2,5,0,0,,Detchd,1996.0
0,0,0,0,1493,0,0,1493,1,0,2,0,3,1,1,7,0,1,2,Attchd,1997.0
0,0,0,0,2069,574,0,2643,0,0,2,1,3,1,0,9,0,1,1,BuiltIn,2006.0
0,0,0,0,1718,0,0,1718,1,0,2,0,3,1,1,7,0,1,1,Attchd,2007.0
0,2,0,0,1131,0,0,1131,0,0,1,0,2,1,2,7,0,0,,Detchd,1995.0
0,0,0,0,1850,0,0,1850,1,0,2,0,3,1,1,8,0,1,1,Attchd,2004.0
0,0,0,0,1792,0,0,1792,1,0,2,0,2,1,0,6,0,1,1,Attchd,2003.0
0,0,0,0,916,910,0,1826,1,0,1,1,4,1,0,7,2,1,1,Attchd,1915.0
0,0,0,0,1216,0,0,1216,1,0,2,0,2,1,2,5,0,0,,Attchd,1998.0
0,1,0,0,999,0,0,999,1,0,1,0,3,1,1,6,0,0,,Detchd,1963.0
0,1,0,0,1113,0,0,1113,0,0,1,0,3,1,1,5,0,1,1,Attchd,1950.0
0,2,0,0,1073,0,0,1073,1,0,1,1,3,1,2,6,0,0,,Attchd,1965.0
0,1,0,0,1484,0,0,1484,0,0,2,0,3,1,2,7,0,1,2,Attchd,1971.0
0,2,1,1,1766,648,0,2414,0,0,2,0,3,2,2,10,3,1,1,Attchd,1970.0
0,2,0,0,630,0,0,630,1,0,1,0,1,1,1,3,0,0,,Attchd,1970.0
0,2,0,0,616,688,0,1304,0,0,1,1,3,1,2,4,0,1,1,BuiltIn,1976.0
0,2,0,1,958,620,0,1578,1,0,1,0,3,1,3,5,0,2,2,Attchd,1941.0
0,1,0,0,728,728,0,1456,0,0,2,1,3,1,2,8,0,0,,Attchd,2006.0
0,2,0,1,1269,0,0,1269,0,0,1,1,3,1,2,6,0,1,3,Detchd,1964.0
0,1,0,1,886,0,0,886,0,0,1,0,2,1,2,4,0,0,,Attchd,1938.0
0,2,1,1,720,0,0,720,0,0,1,0,2,1,2,4,0,0,,,
0,0,0,0,3228,0,0,3228,1,0,3,0,4,1,1,10,0,1,1,Attchd,1992.0
0,0,0,0,1133,687,0,1820,1,0,2,0,4,1,2,8,0,0,,Detchd,1925.0
0,0,0,0,899,0,0,899,0,0,1,0,3,1,1,5,0,0,,Attchd,1967.0
0,3,0,0,912,0,0,912,0,1,1,0,2,1,2,5,0,0,,Attchd,1958.0
0,2,0,0,672,546,0,1218,0,0,1,1,3,1,2,7,0,0,,Detchd,1973.0
0,1,0,0,866,902,0,1768,0,0,2,1,3,1,1,7,0,0,,Attchd,2005.0
0,0,0,0,1214,0,0,1214,1,0,1,0,2,1,2,6,0,0,,Detchd,1965.0
0,2,0,0,1801,0,0,1801,1,0,2,0,1,1,2,6,0,2,2,Attchd,1959.0
0,2,0,0,855,467,0,1322,0,1,2,1,3,1,2,6,0,1,3,Attchd,1974.0
0,1,0,0,960,1000,0,1960,0,0,2,0,4,2,2,10,0,0,,Detchd,1952.0
0,0,0,0,1065,846,0,1911,0,0,2,1,3,1,1,8,0,1,2,Attchd,1993.0
0,0,0,0,1218,0,0,1218,0,0,2,0,2,1,1,4,0,0,,Attchd,2009.0
0,0,0,0,689,689,0,1378,0,0,2,0,3,1,1,7,0,1,1,Detchd,1928.0
0,0,0,0,1041,0,0,1041,1,0,1,0,3,1,2,6,0,0,,Attchd,1959.0
0,0,0,0,1363,0,0,1363,1,0,1,0,2,1,2,6,1,2,2,CarPort,1951.0
0,0,0,0,1368,0,0,1368,0,0,2,0,2,1,1,6,0,1,1,Attchd,2005.0
0,2,0,0,864,0,0,864,1,0,1,0,3,1,2,5,0,0,,Detchd,1964.0
0,2,0,0,1080,0,0,1080,0,0,1,1,3,1,2,5,0,0,,Attchd,1983.0
Grav,3,1,0,789,0,0,789,0,0,1,0,2,1,2,5,0,0,,Detchd,1926.0
0,0,0,0,2020,0,0,2020,1,0,2,1,3,1,0,9,0,1,1,Attchd,2009.0
0,2,0,0,1378,741,0,2119,0,0,2,1,3,1,2,7,0,1,2,Attchd,1972.0
0,0,0,0,1277,1067,0,2344,0,0,2,1,3,1,1,7,0,1,2,Attchd,1996.0
0,0,0,0,882,914,0,1796,1,0,2,1,3,1,2,7,0,0,,Attchd,1998.0
0,0,0,0,1276,804,0,2080,0,0,1,1,3,1,1,9,0,2,1,Detchd,1926.0
0,2,1,1,694,600,0,1294,0,0,2,0,3,2,2,7,0,0,,,
0,0,0,1,1244,0,0,1244,0,0,1,1,3,1,2,6,0,2,1,Attchd,1957.0
0,0,0,0,1004,660,0,1664,0,0,2,0,3,1,2,7,0,2,1,Detchd,1950.0
0,0,0,0,3138,1538,0,4676,1,0,3,1,3,1,0,11,0,1,1,BuiltIn,2007.0
0,0,0,0,1383,1015,0,2398,1,0,2,1,3,1,1,8,0,1,2,Attchd,1996.0
0,0,0,0,1266,0,0,1266,0,0,2,0,3,1,1,6,0,1,2,Attchd,2005.0
0,2,0,0,928,0,0,928,0,0,1,0,2,1,2,4,0,0,,Attchd,1956.0
0,0,0,0,1476,1237,0,2713,1,0,2,1,3,1,0,11,0,1,1,Attchd,2008.0
0,0,0,0,605,0,0,605,1,0,1,0,2,1,2,5,0,0,,,
0,2,0,0,2515,0,0,2515,1,0,3,0,4,2,2,9,4,2,2,Attchd,1975.0
0,0,0,0,1509,0,0,1509,1,0,2,0,3,1,1,5,0,1,3,Attchd,1988.0
0,0,0,0,751,611,0,1362,0,0,2,0,3,1,2,6,0,0,,Detchd,1920.0
0,0,0,0,827,0,0,827,0,0,1,0,2,1,2,5,3,1,4,Detchd,1967.0
0,3,1,2,334,0,0,334,0,0,1,0,1,1,3,2,0,0,,,
0,0,0,0,707,707,0,1414,0,0,2,1,3,1,1,6,0,1,1,Attchd,2004.0
0,2,0,0,820,527,0,1347,1,0,1,0,3,1,2,5,0,0,,,
0,0,0,0,880,844,0,1724,0,0,2,1,3,1,1,8,0,0,,Attchd,1998.0
0,2,0,0,864,0,0,864,0,0,1,0,3,1,2,5,0,0,,Detchd,1980.0
0,2,0,0,1159,0,0,1159,0,0,1,1,3,1,2,7,0,1,3,Attchd,1968.0
0,0,0,0,1601,0,0,1601,1,0,2,0,3,1,1,6,0,1,2,Attchd,2001.0
0,0,0,0,1838,0,0,1838,1,0,2,0,2,1,0,8,0,1,1,Attchd,2006.0
0,0,0,0,997,1288,0,2285,0,0,2,1,4,1,1,8,0,1,2,BuiltIn,2000.0
0,0,0,0,1680,0,0,1680,1,0,2,0,3,1,1,7,4,1,2,Attchd,1998.0
0,0,0,0,767,0,0,767,1,0,1,0,1,1,2,4,0,0,,Attchd,1998.0
0,0,0,0,664,832,0,1496,1,0,2,1,3,1,1,7,0,1,1,Attchd,2006.0
0,1,0,0,1377,806,0,2183,0,0,2,1,4,1,1,9,0,0,,Attchd,1988.0
0,0,0,1,915,720,0,1635,0,0,1,1,3,1,2,6,0,1,1,Detchd,1950.0
0,0,0,0,768,0,0,768,1,0,1,0,2,1,2,5,0,0,,Detchd,1987.0
0,2,0,0,825,0,0,825,1,0,1,0,2,1,2,4,0,0,,Detchd,1963.0
0,0,0,0,912,1182,0,2094,0,0,2,1,4,1,1,8,0,1,1,BuiltIn,2003.0
0,2,0,0,1069,0,0,1069,0,0,2,0,2,1,2,4,0,0,,Attchd,1977.0
0,1,0,1,928,0,0,928,0,0,1,0,3,1,2,5,0,0,,Attchd,1957.0
0,0,0,0,1717,0,0,1717,0,0,2,0,3,1,1,7,0,1,1,Attchd,2006.0
0,0,0,0,1126,0,0,1126,0,0,2,0,2,1,1,5,0,0,,Detchd,2002.0
0,0,0,0,1006,1040,0,2046,1,0,2,1,3,1,1,8,0,1,1,BuiltIn,2003.0
0,2,0,1,1048,0,0,1048,0,0,1,0,2,1,2,5,0,1,1,Detchd,1922.0
0,2,0,1,1092,0,0,1092,1,0,1,0,2,1,2,6,0,1,2,Attchd,1957.0
0,1,0,0,897,439,0,1336,0,0,1,1,3,1,2,7,0,0,,CarPort,1994.0
0,0,0,0,729,717,0,1446,0,1,2,1,3,1,2,6,0,1,2,Attchd,1996.0
0,0,0,0,1557,0,0,1557,0,0,2,0,2,1,1,7,0,1,2,Attchd,2003.0
0,2,0,0,1392,0,0,1392,1,0,1,1,3,1,2,5,3,1,1,Detchd,1957.0
0,1,0,0,1389,0,0,1389,1,0,1,0,2,1,2,6,0,1,2,Attchd,1975.0
0,0,0,0,996,0,0,996,1,0,1,0,3,1,2,6,0,1,1,,
0,0,0,0,1163,511,0,1674,0,0,2,0,4,1,2,8,0,1,1,Detchd,1955.0
